Período;ARS;Hospital;Localização Geográfica;DCI;Grupo Hospital;Valor Biossimilar;Valor Não Biossimilar;Quota Biossimilar
2019-05;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Enoxaparina sódica;Grupo C;4320.0;450.0;90.56603773584906
2019-05;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Epoetina;Grupo C;90.0;0.0;100.0
2019-05;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Etanercept;Grupo C;24.0;224.0;9.67741935483871
2019-05;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Etanercept;Grupo C;4.0;344.0;1.1494252873563218
2019-05;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Filgrastim;Grupo C;600.0;0.0;100.0
2019-05;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Filgrastim;Grupo C;140.0;0.0;100.0
2019-05;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Infliximab;Grupo C;130.0;4.0;97.01492537313433
2019-05;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Infliximab;Grupo C;6.0;17.0;26.08695652173913
2019-05;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Rituximab;Grupo C;36.0;20.0;64.28571428571429
2019-05;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Trastuzumab;Grupo C;4.0;50.0;7.4074074074074066
2019-05;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Trastuzumab;Grupo C;40.0;2.0;95.23809523809523
2019-05;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Enoxaparina sódica;Grupo D;0.0;13086.0;0.0
2019-05;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Epoetina;Grupo D;108.0;0.0;100.0
2019-05;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Etanercept;Grupo D;0.0;388.0;0.0
2019-05;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Filgrastim;Grupo D;300.0;0.0;100.0
2019-05;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Filgrastim;Grupo D;80.0;0.0;100.0
2019-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Infliximab;Grupo D;343.0;98.0;77.77777777777779
2019-05;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Rituximab;Grupo D;20.0;30.0;40.0
2019-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Somatropina;Grupo D;67.0;22.0;75.28089887640449
2019-05;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Trastuzumab;Grupo D;0.0;40.0;0.0
2019-05;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Trastuzumab;Grupo D;0.0;47.0;0.0
2019-05;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Enoxaparina sódica;Grupo E;11100.0;0.0;100.0
2019-05;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Enoxaparina sódica;Grupo E;10350.0;60.0;99.42363112391931
2019-05;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Epoetina;Grupo E;0.0;222.0;0.0
2019-05;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Infliximab;Grupo E;200.0;40.0;83.33333333333334
2022-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Infliximab;Grupo B;3.0;0.0;100.0
2022-02;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Infliximab;Grupo B;3.0;0.0;100.0
2022-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Rituximab;Grupo B;2.0;0.0;100.0
2022-02;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Trastuzumab;Grupo B;30.0;0.0;100.0
2022-02;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Trastuzumab;Grupo B;0.0;2.0;0.0
2022-02;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Adalimumab;Grupo C;220.0;45.0;83.01886792452831
2022-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Adalimumab;Grupo C;32.0;660.0;4.624277456647398
2022-02;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Adalimumab;Grupo C;120.0;300.0;28.57142857142857
2022-02;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Adalimumab;Grupo C;0.0;32.0;0.0
2022-02;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Bevacizumab;Grupo C;36.0;9.0;80.0
2022-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Bevacizumab;Grupo C;54.0;4.0;93.10344827586206
2022-02;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Enoxaparina sódica;Grupo C;1644.0;0.0;100.0
2022-02;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Enoxaparina sódica;Grupo C;9516.0;0.0;100.0
2022-02;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Enoxaparina sódica;Grupo C;2574.0;530.0;82.92525773195877
2022-02;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Epoetina;Grupo C;84.0;240.0;25.925925925925924
2022-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;126.0;0.0;100.0
2022-02;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Etanercept;Grupo C;0.0;200.0;0.0
2022-02;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Etanercept;Grupo C;128.0;24.0;84.21052631578947
2022-02;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Filgrastim;Grupo C;360.0;0.0;100.0
2022-02;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Filgrastim;Grupo C;50.0;0.0;100.0
2022-02;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Filgrastim;Grupo C;150.0;0.0;100.0
2022-02;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Filgrastim;Grupo C;150.0;0.0;100.0
2022-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Infliximab;Grupo C;420.0;0.0;100.0
2022-02;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Infliximab;Grupo C;50.0;0.0;100.0
2022-02;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Infliximab;Grupo C;20.0;0.0;100.0
2022-02;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Infliximab;Grupo C;210.0;0.0;100.0
2022-02;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Rituximab;Grupo C;6.0;0.0;100.0
2022-02;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Rituximab;Grupo C;36.0;0.0;100.0
2022-02;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Somatropina;Grupo C;0.0;5.0;0.0
2022-02;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Trastuzumab;Grupo C;130.0;10.0;92.85714285714286
2022-02;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Trastuzumab;Grupo C;4.0;4.0;50.0
2022-02;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Trastuzumab;Grupo C;8.0;19.0;29.629629629629626
2022-02;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Trastuzumab;Grupo C;0.0;7.0;0.0
2022-02;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Bevacizumab;Grupo D;65.0;6.0;91.54929577464789
2022-02;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Etanercept;Grupo D;0.0;680.0;0.0
2022-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Filgrastim;Grupo D;800.0;0.0;100.0
2022-02;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Filgrastim;Grupo D;750.0;0.0;100.0
2022-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Filgrastim;Grupo D;270.0;0.0;100.0
2022-02;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Filgrastim;Grupo D;150.0;0.0;100.0
2022-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;430.0;0.0;100.0
2022-02;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Rituximab;Grupo D;76.0;15.0;83.51648351648352
2022-02;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Rituximab;Grupo D;100.0;-2.0;100.0
2022-02;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Somatropina;Grupo D;0.0;250.0;0.0
2022-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Trastuzumab;Grupo D;0.0;20.0;0.0
2022-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Trastuzumab;Grupo D;40.0;24.0;62.5
2022-02;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Bevacizumab;Grupo E;25.0;0.0;100.0
2022-02;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Enoxaparina sódica;Grupo E;13740.0;0.0;100.0
2022-02;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Etanercept;Grupo E;304.0;236.0;56.2962962962963
2022-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Filgrastim;Grupo E;800.0;0.0;100.0
2022-02;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Infliximab;Grupo E;2064.0;40.0;98.09885931558935
2022-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Rituximab;Grupo E;100.0;36.0;73.52941176470588
2022-02;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Somatropina;Grupo E;205.0;60.0;77.35849056603774
2022-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Trastuzumab;Grupo E;2.0;160.0;1.2345679012345678
2022-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Epoetina;Grupo F;90.0;0.0;100.0
2022-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Filgrastim;Grupo F;200.0;0.0;100.0
2022-02;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Infliximab;Grupo F;360.0;0.0;100.0
2022-02;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Rituximab;Grupo F;150.0;1.0;99.33774834437085
2022-02;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Trastuzumab;Grupo F;300.0;320.0;48.38709677419355
2022-03;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919,-8.7707806;Enoxaparina sódica;Grupo A;1620.0;0.0;100.0
2022-03;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967,-8.6318023;Enoxaparina sódica;Grupo A;570.0;0.0;100.0
2022-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Bevacizumab;Grupo B;27.0;0.0;100.0
2022-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Enoxaparina sódica;Grupo B;25296.0;0.0;100.0
2022-03;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Enoxaparina sódica;Grupo B;0.0;3798.0;0.0
2022-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Enoxaparina sódica;Grupo B;5508.0;18.0;99.6742671009772
2022-03;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Enoxaparina sódica;Grupo B;5436.0;0.0;100.0
2022-03;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Epoetina;Grupo B;18.0;0.0;100.0
2022-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Epoetina;Grupo B;84.0;0.0;100.0
2022-03;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Epoetina;Grupo B;20.0;0.0;100.0
2022-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Etanercept;Grupo B;20.0;108.0;15.625
2022-03;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Etanercept;Grupo B;28.0;12.0;70.0
2022-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Etanercept;Grupo B;-108.0;4.0;0.0
2022-03;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Etanercept;Grupo B;8.0;80.0;9.090909090909092
2022-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Rituximab;Grupo B;7.0;1.0;87.5
2022-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Rituximab;Grupo B;6.0;0.0;100.0
2022-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Trastuzumab;Grupo B;80.0;6.0;93.02325581395348
2022-03;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Adalimumab;Grupo C;430.0;22.0;95.13274336283186
2022-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Adalimumab;Grupo C;240.0;86.0;73.61963190184049
2022-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Bevacizumab;Grupo C;222.0;0.0;100.0
2022-03;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Bevacizumab;Grupo C;40.0;0.0;100.0
2022-03;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Enoxaparina sódica;Grupo C;8076.0;0.0;100.0
2022-03;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Enoxaparina sódica;Grupo C;3132.0;120.0;96.30996309963099
2022-03;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Epoetina;Grupo C;0.0;846.0;0.0
2022-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Epoetina;Grupo C;0.0;6.0;0.0
2022-03;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Etanercept;Grupo C;16.0;32.0;33.33333333333333
2022-03;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Etanercept;Grupo C;108.0;544.0;16.56441717791411
2022-03;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Filgrastim;Grupo C;200.0;0.0;100.0
2022-03;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Filgrastim;Grupo C;510.0;0.0;100.0
2022-03;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Filgrastim;Grupo C;30.0;0.0;100.0
2022-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Filgrastim;Grupo C;30.0;0.0;100.0
2022-03;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Infliximab;Grupo C;84.0;12.0;87.5
2022-03;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Infliximab;Grupo C;420.0;0.0;100.0
2022-03;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Rituximab;Grupo C;38.0;3.0;92.6829268292683
2022-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Somatropina;Grupo C;0.0;56.0;0.0
2022-03;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Trastuzumab;Grupo C;48.0;67.0;41.73913043478261
2022-03;LVT;Hospital de Vila Franca de Xira, E.P.E.;38.952565,-8.992398;Trastuzumab;Grupo C;40.0;31.0;56.33802816901409
2022-03;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Trastuzumab;Grupo C;0.0;25.0;0.0
2022-03;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Trastuzumab;Grupo C;0.0;50.0;0.0
2022-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Trastuzumab;Grupo C;70.0;25.0;73.68421052631578
2022-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Enoxaparina sódica;Grupo D;4368.0;0.0;100.0
2022-03;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Etanercept;Grupo D;260.0;160.0;61.904761904761905
2022-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Etanercept;Grupo D;0.0;704.0;0.0
2022-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Filgrastim;Grupo D;1220.0;0.0;100.0
2022-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Filgrastim;Grupo D;150.0;0.0;100.0
2022-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Rituximab;Grupo D;44.0;20.0;68.75
2022-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Rituximab;Grupo D;159.0;0.0;100.0
2022-03;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Somatropina;Grupo D;0.0;215.0;0.0
2022-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Trastuzumab;Grupo D;0.0;100.0;0.0
2022-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Trastuzumab;Grupo D;0.0;30.0;0.0
2022-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Trastuzumab;Grupo D;0.0;140.0;0.0
2022-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Adalimumab;Grupo E;1196.0;184.0;86.66666666666667
2022-03;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Bevacizumab;Grupo E;100.0;60.0;62.5
2022-03;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Etanercept;Grupo E;304.0;176.0;63.33333333333333
2022-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Etanercept;Grupo E;808.0;64.0;92.66055045871559
2022-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Etanercept;Grupo E;100.0;616.0;13.966480446927374
2022-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Infliximab;Grupo E;1868.0;60.0;96.88796680497926
2022-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Rituximab;Grupo E;370.0;44.0;89.3719806763285
2022-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Somatropina;Grupo E;245.0;531.0;31.572164948453608
2022-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Trastuzumab;Grupo E;80.0;20.0;80.0
2022-03;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Bevacizumab;Grupo F;164.0;0.0;100.0
2022-03;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Enoxaparina sódica;Grupo F;1320.0;0.0;100.0
2022-03;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Enoxaparina sódica;Grupo F;0.0;2400.0;0.0
2022-03;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Epoetina;Grupo F;360.0;180.0;66.66666666666666
2022-03;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Epoetina;Grupo F;0.0;244.0;0.0
2022-03;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Infliximab;Grupo F;220.0;0.0;100.0
2015-01;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Epoetina;Grupo B;6.0;0.0;100.0
2015-01;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Epoetina;Grupo B;0.0;18.0;0.0
2015-01;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Etanercept;Grupo B;0.0;104.0;0.0
2015-01;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Etanercept;Grupo B;0.0;-4.0;0.0
2015-01;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Filgrastim;Grupo B;20.0;0.0;100.0
2015-01;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Infliximab;Grupo B;0.0;40.0;0.0
2015-01;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Epoetina;Grupo C;0.0;96.0;0.0
2015-01;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Epoetina;Grupo C;120.0;356.0;25.210084033613445
2015-01;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;60.0;0.0;100.0
2015-01;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Epoetina;Grupo C;6.0;0.0;100.0
2015-01;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Filgrastim;Grupo C;115.0;0.0;100.0
2015-01;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Filgrastim;Grupo C;215.0;35.0;86.0
2015-01;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Filgrastim;Grupo C;300.0;0.0;100.0
2015-01;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Filgrastim;Grupo C;40.0;0.0;100.0
2015-01;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Filgrastim;Grupo C;30.0;0.0;100.0
2015-01;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Infliximab;Grupo C;0.0;240.0;0.0
2015-01;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Infliximab;Grupo C;0.0;120.0;0.0
2015-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Infliximab;Grupo C;0.0;40.0;0.0
2015-01;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Somatropina;Grupo C;0.0;-2.0;0.0
2015-01;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Somatropina;Grupo C;0.0;-2.0;0.0
2015-01;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Somatropina;Grupo C;0.0;14.0;0.0
2015-01;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Somatropina;Grupo C;0.0;42.0;0.0
2015-01;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Somatropina;Grupo C;0.0;48.0;0.0
2015-01;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Somatropina;Grupo C;0.0;-2.0;0.0
2015-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Somatropina;Grupo C;0.0;-2.0;0.0
2015-01;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Epoetina;Grupo D;0.0;1138.0;0.0
2015-01;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Epoetina;Grupo D;0.0;1610.0;0.0
2015-01;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Filgrastim;Grupo D;200.0;0.0;100.0
2015-01;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Infliximab;Grupo D;30.0;160.0;15.789473684210526
2015-01;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Somatropina;Grupo D;0.0;22.0;0.0
2015-01;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Somatropina;Grupo D;0.0;-2.0;0.0
2015-01;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Somatropina;Grupo D;0.0;212.0;0.0
2015-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Epoetina;Grupo E;0.0;2064.0;0.0
2015-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Etanercept;Grupo E;0.0;504.0;0.0
2015-01;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Etanercept;Grupo E;0.0;564.0;0.0
2015-01;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Somatropina;Grupo F;0.0;18.0;0.0
2015-02;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Etanercept;Grupo B;0.0;64.0;0.0
