Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2017-03,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,9420.82
2017-03,Algarve,Medicamentos usados em afecções otorrinolaringológicas,7099.82
2017-03,Centro,Medicamentos usados no tratamento de intoxicações,13482.85
2017-03,Lisboa,Medicamentos usados no tratamento de intoxicações,46541.84
2017-03,Alentejo,Nutrição e metabolismo,8594.57
2017-03,Norte,Nutrição e metabolismo,98952.79
2017-03,Lisboa,Sangue,3547173.11
2017-03,Alentejo,Sistema nervoso central,1159984.5
2017-03,Lisboa,Sistema nervoso central,8248268.0
2017-03,Norte,Sistema nervoso central,6664719.69
2017-04,Algarve,Aparelho cardiovascular,802781.82
2017-04,Algarve,Aparelho locomotor,152818.68
2017-04,Norte,Aparelho locomotor,1196614.51
2017-04,Lisboa,Aparelho respiratório,2463128.95
2017-04,Alentejo,Medicação antialérgica,29298.47
2017-04,Centro,Medicamentos anti-infecciosos,778101.22
2017-04,Alentejo,Medicamentos antineoplásicos e imunomoduladores,28226.05
2017-04,Norte,Medicamentos antineoplásicos e imunomoduladores,233527.32
2017-04,Alentejo,Medicamentos usados em afecções cutâneas,26095.3
2017-04,Centro,Medicamentos usados em afecções cutâneas,211440.91
2017-04,Lisboa,Medicamentos usados em afecções cutâneas,336327.13
2017-04,Alentejo,Medicamentos usados em afecções oculares,95758.34
2017-04,Centro,Medicamentos usados em afecções otorrinolaringológicas,41638.33
2017-04,Centro,Sangue,2569829.42
2017-05,Centro,Aparelho cardiovascular,5857622.09
2017-05,Lisboa,Aparelho cardiovascular,7484527.93
2017-05,Norte,Aparelho cardiovascular,6534185.8
2017-05,Alentejo,Aparelho digestivo,145582.73
2017-05,Norte,Aparelho locomotor,1353467.36
2017-05,Alentejo,Aparelho respiratório,283539.47
2017-05,Lisboa,Aparelho respiratório,2660927.33
2017-05,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8240215.8
2017-05,Algarve,Medicação antialérgica,23367.14
2017-05,Alentejo,Medicamentos anti-infecciosos,145978.3
2017-05,Algarve,Medicamentos anti-infecciosos,148691.28
2017-05,Norte,Medicamentos antineoplásicos e imunomoduladores,306150.91
2017-05,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,9373.4
2017-05,Alentejo,Sistema nervoso central,1126831.18
2017-05,Lisboa,Sistema nervoso central,7891523.93
2017-05,Alentejo,Vacinas e imunoglobulinas,1445.92
2017-05,Lisboa,Vacinas e imunoglobulinas,26922.88
2017-06,Alentejo,Aparelho digestivo,135105.44
2017-06,Centro,Aparelho digestivo,706958.8799999994
2017-06,Lisboa,Aparelho digestivo,1027523.8899999995
2017-06,Algarve,Aparelho geniturinário,87997.81999999998
2017-06,Lisboa,Aparelho locomotor,1373311.16
2017-06,Norte,Aparelho locomotor,1278546.6600000001
2017-06,Norte,Aparelho respiratório,2269442.6700000013
2017-06,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1081317.1500000015
2017-06,Norte,Medicação antialérgica,149377.27
2017-06,Alentejo,Medicamentos anti-infecciosos,140903.82999999993
2017-06,Norte,Medicamentos anti-infecciosos,1164055.83
2017-06,Algarve,Medicamentos antineoplásicos e imunomoduladores,45183.25000000001
2017-06,Norte,Medicamentos antineoplásicos e imunomoduladores,302341.0199999999
2017-06,Algarve,Medicamentos usados em afecções oculares,85694.24999999999
2017-06,Centro,Medicamentos usados em afecções oculares,665452.1499999999
2017-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,6393.7300000000005
2017-06,Centro,Medicamentos usados no tratamento de intoxicações,16223.140000000003
2017-06,Lisboa,Nutrição e metabolismo,76245.69
2017-06,Alentejo,Sistema nervoso central,1080536.5600000024
2017-07,Algarve,Aparelho cardiovascular,850927.0000000009
2017-07,Lisboa,Aparelho digestivo,1104288.1600000001
2017-07,Alentejo,Aparelho geniturinário,101866.67999999998
2017-07,Algarve,Aparelho geniturinário,93030.01999999995
2017-07,Lisboa,Aparelho geniturinário,674219.5700000003
2017-07,Norte,Aparelho locomotor,1327773.4899999993
2017-07,Alentejo,Aparelho respiratório,238729.54000000012
2017-07,Centro,Aparelho respiratório,1613611.7500000005
2017-07,Centro,Correctivos da volémia e das alterações electrolíticas,3864.0499999999993
2017-07,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,982240.9799999997
2017-07,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6315121.110000008
2017-07,Alentejo,Medicação antialérgica,20124.98000000001
2017-07,Norte,Medicação antialérgica,135221.17
2017-07,Alentejo,Medicamentos anti-infecciosos,141706.75999999986
2017-07,Norte,Medicamentos anti-infecciosos,1158365.5400000007
2017-07,Lisboa,Medicamentos usados em afecções oculares,1038834.1699999999
2017-07,Norte,Medicamentos usados em afecções otorrinolaringológicas,38411.07
2017-07,Algarve,Medicamentos usados no tratamento de intoxicações,2969.88
2017-07,Norte,Nutrição e metabolismo,69971.70999999999
2017-07,Alentejo,Sangue,435439.8399999999
2017-07,Algarve,Sangue,402394.7100000001
2017-07,Alentejo,Sistema nervoso central,1068291.6800000006
2017-07,Algarve,Sistema nervoso central,822065.7300000021
2017-07,Lisboa,Sistema nervoso central,7827220.159999998
2017-07,Norte,Vacinas e imunoglobulinas,28822.02
2017-08,Alentejo,Aparelho cardiovascular,1063802.1900000004
2017-08,Lisboa,Aparelho cardiovascular,6293622.239999999
2017-08,Norte,Aparelho cardiovascular,5912300.970000003
2017-08,Norte,Aparelho digestivo,1039426.8700000002
2017-08,Lisboa,Aparelho locomotor,1234004.0099999993
2017-08,Centro,Aparelho respiratório,1589900.46
2017-08,Norte,Aparelho respiratório,2222268.8599999994
2017-08,Norte,Correctivos da volémia e das alterações electrolíticas,2499.07
2017-08,Centro,Medicamentos antineoplásicos e imunomoduladores,200444.27999999997
2017-08,Norte,Medicamentos antineoplásicos e imunomoduladores,308645.42
2017-08,Alentejo,Medicamentos usados em afecções cutâneas,24965.25999999999
2017-08,Centro,Medicamentos usados no tratamento de intoxicações,12450.07
2017-08,Lisboa,Nutrição e metabolismo,50100.85
2017-08,Alentejo,Sangue,428899.1999999999
2017-09,Norte,Aparelho cardiovascular,6004700.470000002
2017-09,Alentejo,Aparelho digestivo,138486.29000000004
2017-09,Centro,Aparelho digestivo,718342.6100000006
2017-09,Alentejo,Aparelho geniturinário,94328.18000000001
2017-09,Algarve,Aparelho geniturinário,85570.21
2017-09,Lisboa,Aparelho geniturinário,601239.0799999998
2017-09,Norte,Aparelho geniturinário,610955.1500000001
2017-09,Norte,Aparelho locomotor,1213530.3599999999
2017-09,Centro,Aparelho respiratório,1649420.0500000007
2017-09,Lisboa,Aparelho respiratório,2423773.539999999
2017-09,Lisboa,Correctivos da volémia e das alterações electrolíticas,3272.12
2017-09,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,968075.93
2017-09,Centro,Medicamentos antineoplásicos e imunomoduladores,218468.86000000004
2017-09,Norte,Medicamentos usados em afecções cutâneas,317899.3599999999
2017-09,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,6949.64
2017-09,Centro,Medicamentos usados em afecções otorrinolaringológicas,38774.11
2017-09,Centro,Medicamentos usados no tratamento de intoxicações,16102.96
2017-09,Norte,Medicamentos usados no tratamento de intoxicações,5901.51
2017-09,Alentejo,Sangue,440703.54999999993
2017-09,Alentejo,Vacinas e imunoglobulinas,2671.19
2017-10,Algarve,Aparelho cardiovascular,806322.1099999989
2017-10,Algarve,Aparelho digestivo,107631.34999999998
2017-10,Centro,Aparelho digestivo,726819.0800000011
2017-10,Algarve,Aparelho geniturinário,86206.91000000003
2017-10,Centro,Aparelho geniturinário,606289.8100000004
2017-10,Norte,Aparelho respiratório,2601409.009999995
2017-10,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,959323.9900000002
2017-10,Centro,Medicação antialérgica,107809.36000000013
2017-10,Lisboa,Medicamentos anti-infecciosos,1272002.7200000035
2017-10,Algarve,Medicamentos antineoplásicos e imunomoduladores,46688.930000000015
2017-10,Centro,Medicamentos antineoplásicos e imunomoduladores,209699.98999999987
2017-10,Lisboa,Medicamentos antineoplásicos e imunomoduladores,406355.7900000004
2017-10,Centro,Medicamentos usados em afecções cutâneas,218008.88000000018
2017-10,Norte,Medicamentos usados em afecções cutâneas,330614.9599999997
2017-10,Algarve,Medicamentos usados em afecções otorrinolaringológicas,6391.43
2017-10,Norte,Medicamentos usados no tratamento de intoxicações,6250.89
2017-10,Algarve,Nutrição e metabolismo,6659.629999999999
2017-10,Centro,Vacinas e imunoglobulinas,121131.45
2017-11,Alentejo,Aparelho cardiovascular,1098067.4699999993
2017-11,Norte,Aparelho cardiovascular,6244398.52000001
2017-11,Alentejo,Aparelho digestivo,147134.06
2017-11,Algarve,Aparelho geniturinário,85324.94999999991
2017-11,Centro,Aparelho geniturinário,617865.6399999995
2017-11,Centro,Aparelho locomotor,974368.4899999994
2017-11,Algarve,Aparelho respiratório,233223.65999999986
2017-11,Centro,Correctivos da volémia e das alterações electrolíticas,3810.1
2017-11,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1111943.2399999998
2017-11,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1000115.1399999987
2017-11,Lisboa,Medicamentos usados em afecções oculares,1006265.4799999999
2017-11,Centro,Medicamentos usados em afecções otorrinolaringológicas,46088.01000000001
2017-11,Algarve,Nutrição e metabolismo,6575.719999999999
2017-11,Lisboa,Nutrição e metabolismo,69065.66999999998
2017-11,Alentejo,Sangue,459786.6500000001
2017-11,Lisboa,Sistema nervoso central,7591205.459999984
2017-12,Alentejo,Aparelho cardiovascular,1036876.3900000005
2017-12,Lisboa,Aparelho geniturinário,601852.2400000002
2017-12,Norte,Aparelho geniturinário,593717.3499999999
2017-12,Algarve,Aparelho locomotor,128204.66
2017-12,Norte,Aparelho locomotor,1080166.810000001
2017-12,Algarve,Aparelho respiratório,235938.97000000003
2017-12,Alentejo,Medicação antialérgica,24115.340000000022
2017-12,Centro,Medicação antialérgica,112600.87999999999
2017-12,Lisboa,Medicação antialérgica,223894.8299999999
2017-12,Alentejo,Medicamentos usados em afecções oculares,95494.12
2017-12,Lisboa,Medicamentos usados no tratamento de intoxicações,36335.3
2017-12,Norte,Medicamentos usados no tratamento de intoxicações,8750.429999999998
2017-12,Algarve,Nutrição e metabolismo,6230.89
2017-12,Norte,Nutrição e metabolismo,65937.06999999999
2017-12,Algarve,Sangue,388191.1599999998
2017-12,Norte,Sangue,2915098.1400000034
2017-12,Norte,Sistema nervoso central,5968409.44999999
2018-01,Alentejo,Aparelho cardiovascular,1094266.6700000018
2018-01,Centro,Aparelho cardiovascular,5544048.6000000285
2018-01,Alentejo,Aparelho digestivo,144767.2899999999
2018-01,Algarve,Aparelho digestivo,106317.22000000004
2018-01,Algarve,Aparelho geniturinário,85806.65999999999
2018-01,Norte,Aparelho geniturinário,641383.7000000001
2018-01,Algarve,Aparelho locomotor,141138.76000000004
2018-01,Lisboa,Aparelho locomotor,1287819.1400000006
2018-01,Alentejo,Aparelho respiratório,301262.8400000003
2018-01,Centro,Correctivos da volémia e das alterações electrolíticas,1693.7199999999998
2018-01,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1149212.710000001
2018-01,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,982479.3799999998
2018-01,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8815659.130000014
2018-01,Centro,Medicamentos anti-infecciosos,1069317.7100000018
2018-01,Norte,Medicamentos anti-infecciosos,1523750.3699999982
2018-01,Centro,Medicamentos antineoplásicos e imunomoduladores,233747.98000000016
2018-01,Lisboa,Medicamentos usados em afecções cutâneas,369278.5099999998
2018-01,Lisboa,Medicamentos usados em afecções oculares,1027166.100000001
2018-01,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,14809.820000000002
2018-01,Alentejo,Nutrição e metabolismo,7499.23
2018-01,Algarve,Nutrição e metabolismo,7280.9400000000005
2018-01,Lisboa,Sangue,3798281.6499999985
2018-01,Alentejo,Sistema nervoso central,1101974.2500000023
2018-02,Centro,Aparelho digestivo,508355.48
2018-02,Centro,Aparelho geniturinário,436004.89
2018-02,Norte,Aparelho geniturinário,653024.82
2018-02,Alentejo,Aparelho locomotor,177996.25
2018-02,Alentejo,Correctivos da volémia e das alterações electrolíticas,792.44
2018-02,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,903498.0
2018-02,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8831269.31
2018-02,Algarve,Medicamentos antineoplásicos e imunomoduladores,22392.35
2018-02,Norte,Medicamentos antineoplásicos e imunomoduladores,228474.56
2018-02,Lisboa,Medicamentos usados em afecções cutâneas,343103.01
2018-02,Centro,Medicamentos usados em afecções oculares,506027.23
2018-02,Lisboa,Medicamentos usados em afecções oculares,940809.22
2018-02,Norte,Medicamentos usados em afecções oculares,732870.47
2018-02,Lisboa,Medicamentos usados no tratamento de intoxicações,35243.83
2018-02,Algarve,Nutrição e metabolismo,7195.1
2018-02,Lisboa,Nutrição e metabolismo,67636.99
2018-02,Norte,Nutrição e metabolismo,86641.97
2018-02,Lisboa,Sangue,3648291.72
2018-02,Norte,Sangue,3334384.01
2018-02,Centro,Vacinas e imunoglobulinas,70182.71
2018-03,Centro,Aparelho cardiovascular,5470967.359999996
2018-03,Norte,Aparelho cardiovascular,6156345.660000006
2018-03,Algarve,Aparelho geniturinário,87564.25999999998
2018-03,Centro,Aparelho geniturinário,609079.89
2018-03,Alentejo,Aparelho respiratório,289637.22000000026
2018-03,Norte,Correctivos da volémia e das alterações electrolíticas,1760.5900000000004
2018-03,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6594821.870000002
2018-03,Algarve,Medicação antialérgica,20914.789999999994
2018-03,Lisboa,Medicamentos anti-infecciosos,1411006.6300000031
2018-03,Alentejo,Medicamentos usados em afecções cutâneas,26278.049999999996
2018-03,Centro,Medicamentos usados em afecções cutâneas,221915.43
2018-03,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,13196.140000000001
2018-03,Centro,Medicamentos usados em afecções otorrinolaringológicas,84395.87999999999
2018-03,Alentejo,Medicamentos usados no tratamento de intoxicações,4124.240000000001
2018-03,Centro,Medicamentos usados no tratamento de intoxicações,22307.810000000005
2018-03,Algarve,Sistema nervoso central,826686.7600000022
2018-03,Norte,Sistema nervoso central,6401359.24999999
2018-04,Alentejo,Aparelho cardiovascular,1194254.76
2018-04,Algarve,Aparelho cardiovascular,770210.85
2018-04,Lisboa,Aparelho cardiovascular,6589967.07
2018-04,Norte,Aparelho digestivo,1200235.52
2018-04,Lisboa,Aparelho locomotor,1355897.3
2018-04,Norte,Aparelho respiratório,2820113.43
2018-04,Alentejo,Correctivos da volémia e das alterações electrolíticas,528.9
2018-04,Centro,Correctivos da volémia e das alterações electrolíticas,1033.83
2018-04,Algarve,Medicação antialérgica,20927.89
2018-04,Norte,Medicamentos anti-infecciosos,1310309.28
2018-04,Alentejo,Medicamentos usados em afecções cutâneas,33029.49
2018-04,Algarve,Medicamentos usados em afecções cutâneas,39223.81
2018-04,Centro,Medicamentos usados em afecções cutâneas,167787.36
2018-04,Lisboa,Medicamentos usados em afecções cutâneas,366986.63
2018-04,Alentejo,Medicamentos usados em afecções oculares,115834.46
2018-04,Centro,Medicamentos usados em afecções otorrinolaringológicas,58382.41
2018-04,Lisboa,Medicamentos usados no tratamento de intoxicações,38762.1
2018-04,Lisboa,Nutrição e metabolismo,76939.74
2018-04,Norte,Nutrição e metabolismo,90812.23
2018-04,Algarve,Sangue,423400.41
2018-04,Lisboa,Sangue,3932670.4
2018-04,Norte,Sangue,3603963.52
2018-04,Norte,Sistema nervoso central,6961076.21
2018-04,Alentejo,Vacinas e imunoglobulinas,3856.0
2018-04,Centro,Vacinas e imunoglobulinas,20826.97
2018-04,Norte,Vacinas e imunoglobulinas,62697.96
2018-05,Algarve,Aparelho cardiovascular,786017.8200000006
2018-05,Lisboa,Aparelho digestivo,1092069.33
2018-05,Lisboa,Aparelho geniturinário,649924.5900000004
2018-05,Algarve,Correctivos da volémia e das alterações electrolíticas,76.16
2018-05,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8916918.709999984
2018-05,Algarve,Medicação antialérgica,26402.750000000004
2018-05,Lisboa,Medicação antialérgica,256030.94999999995
2018-05,Lisboa,Medicamentos antineoplásicos e imunomoduladores,247465.03999999998
2018-05,Norte,Medicamentos antineoplásicos e imunomoduladores,222816.81
2018-05,Norte,Medicamentos usados em afecções cutâneas,392918.79000000004
2018-05,Lisboa,Medicamentos usados em afecções oculares,1039829.2799999998
2018-05,Norte,Medicamentos usados em afecções oculares,727260.1299999993
2018-05,Algarve,Nutrição e metabolismo,7532.320000000001
2018-05,Lisboa,Nutrição e metabolismo,79933.75000000001
2018-05,Alentejo,Sangue,493735.1599999998
2018-05,Centro,Sangue,3371110.010000003
2018-05,Alentejo,Sistema nervoso central,1110306.370000001
2018-05,Lisboa,Sistema nervoso central,7876214.839999993
2018-05,Algarve,Vacinas e imunoglobulinas,3865.86
2018-06,Algarve,Aparelho cardiovascular,770387.5199999994
2018-06,Alentejo,Aparelho geniturinário,97264.9600000001
2018-06,Algarve,Aparelho respiratório,222794.77999999997
